x_m,y_m,width_left_m,width_right_m,vx_mps
-28.0156924,48.6275879,0.7827627,1.3309189,15
-27.9160029,48.6200723,0.7847117,1.3293245,15
-27.816307,48.6126415,0.7876139,1.3272022,15
-27.7166049,48.6052953,0.7907822,1.3249325,15
-27.6168965,48.5980338,0.7939505,1.3226628,15
-27.5171819,48.5908569,0.7971188,1.3203931,15
-27.4174613,48.5837645,0.8002871,1.3181234,15
-27.3177347,48.5767565,0.8034554,1.3158536,15
-27.2180022,48.5698328,0.8066237,1.3135839,15
-27.118264,48.5629935,0.809792,1.3113142,15
-27.0185201,48.5562385,0.8129603,1.3090445,15
-26.9187705,48.5495676,0.8161286,1.3067748,15
-26.8190153,48.5429808,0.8226901,1.3053216,15
-26.7192546,48.5364781,0.8303344,1.3041289,15
-26.6194884,48.5300593,0.8379787,1.3029363,15
-26.5197168,48.5237245,0.845623,1.3017436,15
-26.4199399,48.5174735,0.8532673,1.3005509,15
-26.3201578,48.5113063,0.8609115,1.2993583,15
-26.2203705,48.5052228,0.8685558,1.2981656,15
-26.1205783,48.499223,0.8762001,1.296973,15
-26.0207811,48.4933067,0.8838444,1.2957803,15
-25.920979,48.487474,0.8914886,1.2945876,15
-25.821172,48.4817247,0.8937591,1.2936128,15
-25.7213603,48.4760589,0.8940872,1.2927167,15
-25.6215438,48.4704763,0.8944153,1.2918206,15
-25.5217227,48.464977,0.8947434,1.2909245,15
-25.421897,48.4595609,0.8950715,1.2900285,15
-25.3220668,48.4542279,0.8953996,1.2891324,15
-25.2222322,48.448978,0.8957278,1.2882363,15
-25.1223934,48.4438111,0.8960559,1.2873402,15
-25.0225503,48.4387271,0.896384,1.2864441,15
-24.9227031,48.4337259,0.8967121,1.285548,15
-24.8228517,48.4288076,0.8954894,1.2836491,15
-24.7229963,48.423972,0.8936362,1.2813425,15
-24.6231369,48.4192191,0.8917829,1.2790358,15
-24.5232735,48.4145487,0.8899296,1.2767292,15
-24.4234064,48.4099609,0.8880764,1.2744226,15
-24.3235354,48.4054556,0.8862231,1.2721159,15
-24.2236608,48.4010326,0.8843699,1.2698093,15
-24.1237826,48.396692,0.8825166,1.2675026,15
-24.0239009,48.3924337,0.8806634,1.265196,15
-23.9240157,48.3882576,0.8788101,1.2628893,15
-23.8241271,48.3841636,0.8812816,1.262545,15
-23.7242352,48.3801517,0.8857206,1.2630933,15
-23.62434,48.3762217,0.8901596,1.2636417,15
-23.5244416,48.3723737,0.8945987,1.2641901,15
-23.4245401,48.3686075,0.8990377,1.2647384,15
-23.3246355,48.3649231,0.9034767,1.2652868,15
-23.224728,48.3613205,0.9079157,1.2658352,15
-23.1248175,48.3577995,0.9123547,1.2663835,15
-23.0249042,48.35436,0.9167937,1.2669319,15
-22.9249882,48.3510021,0.9212328,1.2674803,15
-22.8250694,48.3477257,0.9216409,1.2691337,15
-22.725148,48.3445307,0.9200066,1.2713471,15
-22.6252241,48.341417,0.9183724,1.2735606,15
-22.5252976,48.3383846,0.9167382,1.275774,14.9649236
-22.4253687,48.3354334,0.9151039,1.2779874,14.8668232
-22.3254374,48.3325634,0.9134697,1.2802008,14.7682979
-22.2255039,48.3297745,0.9118355,1.2824142,14.6693388
-22.1255681,48.3270666,0.9102012,1.2846276,14.5699329
-22.0256301,48.3244397,0.908567,1.286841,14.4700686
-21.9256901,48.3218937,0.9069328,1.2890544,14.3697364
-21.825748,48.3194284,0.9030933,1.2909856,14.2689261
-21.725804,48.3170438,0.8980142,1.2927581,14.1676276
-21.625858,48.3147397,0.892935,1.2945307,14.06583
-21.5259103,48.3125161,0.8878558,1.2963032,13.9635224
-21.4259609,48.3103728,0.8827766,1.2980757,13.8606934
-21.3260097,48.3083098,0.8776974,1.2998482,13.757331
-21.226057,48.306327,0.8726182,1.3016208,13.6534232
-21.1261025,48.3044242,0.8675391,1.3033933,13.5489719
-21.0261466,48.3026015,0.8624599,1.3051658,13.4439722
-20.9261892,48.3008589,0.8573807,1.3069384,13.33841
-20.8262305,48.2991965,0.8509236,1.3082476,13.232271
-20.7262705,48.2976144,0.8436095,1.3092687,13.1255403
-20.6263093,48.2961126,0.8362953,1.3102899,13.0182024
-20.526347,48.2946912,0.8289812,1.311311,12.9102412
-20.4263836,48.2933503,0.821667,1.3123321,12.80164
-20.3264192,48.29209,0.8143529,1.3133532,12.6923815
-20.2264538,48.2909102,0.8070387,1.3143743,12.5824475
-20.1264873,48.289811,0.7997246,1.3153955,12.4715696
-20.0265198,48.2887905,0.7924105,1.3164166,12.3596967
-19.9265516,48.2878458,0.7850963,1.3174377,12.2467007
-19.8265828,48.2869738,0.780219,1.3204,12.1325643
-19.7266135,48.2861714,0.7770146,1.3246952,12.0172692
-19.6266436,48.2854357,0.7738103,1.3289903,11.9007961
-19.5266734,48.2847636,0.770606,1.3332854,11.7831246
-19.4267029,48.2841521,0.7674017,1.3375805,11.6642329
-19.3267323,48.2835983,0.7641973,1.3418757,11.5440981
-19.2267614,48.2830989,0.760993,1.3461708,11.4227063
-19.1267914,48.2826503,0.7577887,1.3504659,11.3000068
-19.0268219,48.2822387,0.7545844,1.354761,11.1746784
-18.9268521,48.2818436,0.75138,1.3590562,11.0460265
-18.8268822,48.2814446,0.7514665,1.3637147,10.9176855
-18.726912,48.281021,0.7540423,1.3686481,10.7904842
-18.6269414,48.2805525,0.7566181,1.3735816,10.6643499
-18.5269704,48.2800183,0.7591939,1.378515,10.5392096
-18.4269988,48.2793981,0.7617697,1.3834485,10.4149899
-18.3270267,48.2786713,0.7643455,1.3883819,10.2916164
-18.2270539,48.2778173,0.7669213,1.3933154,10.1690142
-18.1270846,48.2768155,0.7694971,1.3982488,10.0473226
-18.0271177,48.2756434,0.7720729,1.4031822,9.9265746
-17.9271524,48.2742772,0.7746487,1.4081157,9.8066894
-17.8271903,48.2726932,0.774721,1.4119753,9.6875852
-17.7272329,48.2708674,0.7727092,1.4149409,9.5691791
-17.6272816,48.2687762,0.7706974,1.4179066,9.4513869
-17.5273379,48.2663958,0.7686857,1.4208722,9.3341223
-17.4274032,48.2637024,0.7666739,1.4238379,9.2172972
-17.3274791,48.2606722,0.7646621,1.4268035,9.1008211
-17.227567,48.2572815,0.7626503,1.4297692,8.9846004
-17.1276699,48.253506,0.7606386,1.4327349,8.8690539
-17.02779,48.2493167,0.7586268,1.4357005,8.7543433
-16.9279304,48.244681,0.756615,1.4386662,8.6403632
-16.8280947,48.2395666,0.7553592,1.4385703,8.5270054
-16.7282868,48.233941,0.7547951,1.4356723,8.4141582
-16.6285104,48.2277716,0.7542311,1.4327742,8.3017058
-16.5287692,48.2210261,0.7536671,1.4298762,8.1895277
-16.429067,48.213672,0.753103,1.4269782,8.077498
-16.3294075,48.2056768,0.752539,1.4240802,7.9654842
-16.2297946,48.197008,0.751975,1.4211822,7.8533471
-16.1302032,48.187628,0.7514109,1.4182842,7.7434166
-16.0306662,48.177477,0.7508469,1.4153862,7.6368227
-15.9312252,48.1664783,0.7502828,1.4124882,7.533461
-15.831907,48.1545537,0.7523948,1.4046497,7.4332349
-15.7327385,48.1416248,0.7571984,1.3918415,7.3360532
-15.6337464,48.1276136,0.7620021,1.3790333,7.2418278
-15.5349575,48.1124417,0.7668058,1.3662251,7.1504715
-15.4363985,48.096031,0.7716095,1.3534169,7.0618953
-15.3380963,48.078303,0.7764132,1.3406087,6.9760055
-15.2400776,48.0591797,0.7812169,1.3278005,6.8927008
-15.1422347,48.0385537,0.7860206,1.3149923,6.8115098
-15.0446793,48.0163649,0.7908242,1.3021842,6.732225
-14.9475296,47.9925615,0.7956279,1.289376,6.6548243
-14.8508363,47.9670784,0.805444,1.2720304,6.5792776
-14.7546507,47.9398506,0.8208017,1.2496682,6.5055439
-14.6590235,47.9108127,0.8361594,1.2273061,6.4335674
-14.5640058,47.8798998,0.8515171,1.204944,6.3632745
-14.4696487,47.8470465,0.8668749,1.1825818,6.2945691
-14.3760029,47.8121878,0.8822326,1.1602197,6.2273285
-14.2831196,47.7752585,0.8975903,1.1378576,6.1613988
-14.190888,47.7361206,0.912948,1.1154955,6.0980639
-14.0995199,47.6947456,0.9283057,1.0931333,6.0382624
-14.0092364,47.6511055,0.9436634,1.0707712,5.9824246
-13.9201853,47.6051425,0.9641484,1.0478729,5.9310048
-13.8325148,47.5567987,0.9908666,1.0243227,5.8844788
-13.7463728,47.5060162,1.0175848,1.0007725,5.8433391
-13.6619073,47.4527371,1.044303,0.9772223,5.8080875
-13.5792665,47.3969035,1.0710212,0.9536721,5.7792261
-13.4985984,47.3384576,1.0977394,0.930122,5.7572433
-13.4200509,47.2773414,1.1244576,0.9065718,5.7425975
-13.3437883,47.2135246,1.1511757,0.8830216,5.7289424
-13.2698826,47.1470176,1.1778939,0.8594714,5.71534
-13.1983873,47.0778719,1.2046121,0.8359212,5.7005503
-13.1293633,47.0061455,1.2226097,0.8193528,5.6843872
-13.0628716,46.9318967,1.2289396,0.8121254,5.6666533
-12.9989731,46.8551833,1.2352696,0.8048981,5.6471386
-12.9377288,46.7760635,1.2415996,0.7976707,5.6256177
-12.8791996,46.6945954,1.2479295,0.7904433,5.6018487
-12.8234464,46.610837,1.2542595,0.783216,5.5755702
-12.7705302,46.5248463,1.2605895,0.7759886,5.5464996
-12.7213598,46.4382313,1.2669194,0.7687613,5.5141897
-12.6753168,46.350033,1.2732494,0.7615339,5.480336
-12.6323322,46.2600214,1.2795793,0.7543066,5.4465748
-12.5925575,46.1683395,1.2728212,0.7581548,5.4138527
-12.556144,46.07513,1.2467654,0.7783336,5.3829131
-12.5232429,45.9805355,1.2207096,0.7985123,5.3545102
-12.4940057,45.884699,1.1946538,0.818691,5.3294088
-12.4685835,45.7877631,1.168598,0.8388697,5.3083805
-12.4471279,45.6898707,1.1425422,0.8590485,5.2921973
-12.42979,45.5911645,1.1164864,0.8792272,5.2816193
-12.4167602,45.4922654,1.0904306,0.8994059,5.2710201
-12.4079221,45.393118,1.0643748,0.9195847,5.2653461
-12.4030662,45.2935802,1.038319,0.9397634,5.2703959
-12.4020227,45.1937857,1.016121,0.961742,5.285163
-12.404622,45.0938686,1.000203,0.9866507,5.3086362
-12.4106941,44.9939629,0.9842851,1.0115594,5.3398284
-12.4200694,44.8942024,0.9683671,1.0364681,5.3777955
-12.4325781,44.7947212,0.9524492,1.0613768,5.4216472
-12.4480504,44.6956532,0.9365313,1.0862855,5.4705536
-12.4663167,44.5971324,0.9206133,1.1111942,5.5237457
-12.4872699,44.499019,0.9046954,1.1361029,5.5805144
-12.5108432,44.4012485,0.8887774,1.1610116,5.6386883
-12.5368732,44.3042887,0.8728595,1.1859203,5.6957572
-12.5652878,44.2081658,0.8595787,1.2075274,5.7519553
-12.5960152,44.1129058,0.8510491,1.2231865,5.8074744
-12.6289833,44.0185349,0.8425196,1.2388455,5.8624682
-12.6641201,43.9250792,0.83399,1.2545045,5.9170572
-12.7013536,43.8325648,0.8254605,1.2701635,5.971332
-12.7406117,43.7410179,0.816931,1.2858225,6.0253577
-12.7818225,43.6504645,0.8084014,1.3014816,6.0791765
-12.8250102,43.5607357,0.7998719,1.3171406,6.1328108
-12.8703742,43.4713223,0.7913423,1.3327996,6.1871514
-12.9174606,43.3829163,0.7828128,1.3484586,6.2456172
-12.9661543,43.2954728,0.7762243,1.3605206,6.3082669
-13.0163405,43.2089469,0.7735181,1.3653884,6.3751405
-13.0679042,43.1232936,0.7708118,1.3702562,6.4450884
-13.1207304,43.0384682,0.7681056,1.3751241,6.5140093
-13.1747042,42.9544256,0.7653993,1.3799919,6.5819366
-13.2297107,42.8711211,0.762693,1.3848598,6.6489018
-13.2856348,42.7885096,0.7599868,1.3897276,6.7149346
-13.3424131,42.7064729,0.7572805,1.3945954,6.7800635
-13.4002172,42.6246124,0.7545743,1.3994633,6.8443153
-13.4587212,42.5433546,0.751868,1.4043311,6.9077154
-13.5179136,42.4626868,0.75,1.4074708,6.9702881
-13.5777828,42.3825961,0.75,1.4067592,7.0320565
-13.6383172,42.3030697,0.75,1.4060475,7.0930426
-13.6995054,42.2240949,0.75,1.4053359,7.1532673
-13.7613358,42.1456588,0.75,1.4046243,7.2127508
-13.8237967,42.0677485,0.75,1.4039127,7.2715121
-13.8868768,41.9903514,0.75,1.403201,7.3295695
-13.9505738,41.9134432,0.75,1.4024894,7.3869407
-14.0149276,41.836954,0.75,1.4017778,7.4436422
-14.0798677,41.7609543,0.75,1.4010662,7.4996903
-14.1453828,41.6854429,0.7513064,1.3988982,7.5551004
-14.2114619,41.6104193,0.755872,1.393097,7.6098873
-14.2780938,41.5358823,0.7604377,1.3872958,7.6640652
-14.3452674,41.4618314,0.7650033,1.3814946,7.7176479
-14.4129716,41.3882655,0.7695689,1.3756933,7.7706485
-14.4811953,41.3151839,0.7741346,1.3698921,7.8230796
-14.5499273,41.2425857,0.7787002,1.3640909,7.8749536
-14.6191613,41.1704651,0.7832659,1.3582897,7.9262821
-14.6889115,41.0987966,0.7878315,1.3524884,7.9770765
-14.7591416,41.0276094,0.7923971,1.3466872,8.0273477
-14.8298444,40.9569027,0.7983288,1.3402318,8.0771065
-14.9010126,40.8866754,0.8080975,1.3319386,8.1263628
-14.9726391,40.8169267,0.8178662,1.3236454,8.1751267
-15.0447167,40.7476558,0.827635,1.3153522,8.2234076
-15.117238,40.6788618,0.8374037,1.3070591,8.2712148
-15.190196,40.6105437,0.8471724,1.2987659,8.3185572
-15.2635833,40.5427006,0.8569411,1.2904727,8.3654435
-15.3374027,40.4753228,0.8667099,1.2821796,8.411882
-15.4116936,40.4083677,0.8764786,1.2738864,8.4578809
-15.486394,40.3418846,0.8862473,1.2655932,8.5034481
-15.5614978,40.2758713,0.8969197,1.2570849,8.5485911
-15.6369985,40.2103259,0.9104703,1.2478912,8.5933173
-15.71289,40.1452462,0.924021,1.2386975,8.6376341
-15.789166,40.0806303,0.9375716,1.2295038,8.6815482
-15.8658201,40.0164761,0.9511223,1.2203101,8.7250666
-15.9428462,39.9527816,0.9646729,1.2111164,8.7681959
-16.0202379,39.8895446,0.9782236,1.2019227,8.8109423
-16.0979984,39.8267558,0.9917742,1.192729,8.8533122
-16.1761597,39.7643845,1.0053249,1.1835353,8.8953116
-16.2546731,39.7024692,1.0188755,1.1743416,8.9369465
-16.3335361,39.6410111,1.0319961,1.1646036,8.9782224
-16.4127467,39.5800116,1.0435496,1.1528825,9.0191452
-16.4923025,39.5194719,1.055103,1.1411613,9.05972
-16.5722013,39.4593932,1.0666565,1.1294402,9.0999524
-16.6524408,39.3997768,1.0782099,1.1177191,9.1398475
-16.7330187,39.340624,1.0897634,1.1059979,9.1794102
-16.8139328,39.281936,1.1013169,1.0942768,9.2186455
-16.8951837,39.2237121,1.1128703,1.0825557,9.2575582
-16.9767783,39.1659471,1.1244238,1.0708345,9.296153
-17.0587022,39.1086514,1.1359772,1.0591134,9.3344344
-17.1409528,39.0518266,1.1466635,1.0476723,9.372407
-17.2235277,38.9954744,1.1536944,1.0374118,9.4100749
-17.3064244,38.9395963,1.1607252,1.0271512,9.4474425
-17.3896403,38.8841941,1.1677561,1.0168906,9.484514
-17.4731731,38.8292694,1.1747869,1.00663,9.5212934
-17.5570202,38.7748239,1.1818177,0.9963695,9.5577846
-17.6411791,38.7208591,1.1888486,0.9861089,9.5939915
-17.7256441,38.6673789,1.1958794,0.9758483,9.6299179
-17.8104043,38.6143899,1.2029103,0.9655877,9.6655676
-17.8954687,38.5618864,1.2099411,0.9553272,9.7009441
-17.9808346,38.50987,1.2165349,0.9458814,9.736051
-18.0664994,38.4583423,1.220966,0.9404667,9.7708917
-18.1524604,38.4073049,1.2253971,0.935052,9.8054697
-18.2387152,38.3567592,1.2298282,0.9296373,9.8397883
-18.3252611,38.3067071,1.2342593,0.9242227,9.8738507
-18.4120954,38.2571499,1.2386904,0.918808,9.9076601
-18.4992157,38.2080894,1.2431215,0.9133933,9.9412196
-18.5866107,38.1595318,1.2475526,0.9079786,9.9745324
-18.67426,38.1114882,1.2519837,0.902564,10.0076014
-18.7621872,38.0639457,1.2564148,0.8971493,10.0404295
-18.8503894,38.0169062,1.2607108,0.8919377,10.0730197
-18.938864,37.9703715,1.2642068,0.887928,10.1053747
-19.0276083,37.9243432,1.2677028,0.8839184,10.1374973
-19.1166197,37.8788232,1.2711987,0.8799087,10.1693903
-19.2058955,37.8338132,1.2746947,0.8758991,10.2010563
-19.295433,37.7893149,1.2781907,0.8718894,10.2324979
-19.3852296,37.7453302,1.2816867,0.8678797,10.2637177
-19.4752702,37.7018667,1.2851827,0.8638701,10.2947182
-19.5655305,37.658936,1.2886787,0.8598604,10.3255019
-19.6560415,37.6165237,1.2921747,0.8558508,10.3560712
-19.7468001,37.5746313,1.2956849,0.8517867,10.3864285
-19.8378036,37.5332608,1.2992985,0.8473276,10.4165762
-19.9290491,37.4924138,1.302912,0.8428684,10.4465165
-20.0205338,37.4520921,1.3065256,0.8384093,10.4762517
-20.1122549,37.4122975,1.3101392,0.8339501,10.505784
-20.2042094,37.3730316,1.3137528,0.829491,10.5351156
-20.2963946,37.3342964,1.3173664,0.8250318,10.5642487
-20.3887937,37.2960992,1.3209799,0.8205727,10.5931853
-20.4813821,37.2584502,1.3245935,0.8161135,10.6219275
-20.5741923,37.2213368,1.3282071,0.8116544,10.6504774
-20.6672214,37.1847609,1.3318288,0.8072262,10.6788369
-20.7604664,37.1487245,1.3355261,0.8030852,10.7070081
-20.8539244,37.1132294,1.3392233,0.7989442,10.7349928
-20.9475925,37.0782777,1.3429205,0.7948032,10.7626375
-21.0414677,37.0438714,1.3466177,0.7906622,10.789702
-21.1355471,37.0100124,1.3503149,0.7865212,10.8161957
-21.2298278,36.9767026,1.3540121,0.7823802,10.8421278
-21.3242937,36.9439486,1.3577093,0.7782392,10.867507
-21.4189232,36.9117583,1.3614065,0.7740982,10.8923457
-21.5137446,36.8801226,1.3651038,0.7699572,10.9166606
-21.6087546,36.8490435,1.3687186,0.766003,10.9404588
-21.7039501,36.8185229,1.3712993,0.7643946,10.9637476
-21.7993276,36.7885628,1.3738801,0.7627863,10.9865338
-21.8948841,36.7591651,1.3764608,0.7611779,11.0088242
-21.9906162,36.7303318,1.3790415,0.7595695,11.0306254
-22.0865207,36.7020649,1.3816222,0.7579612,11.0519438
-22.1825943,36.6743662,1.3842029,0.7563528,11.0727857
-22.2788248,36.6472403,1.3867836,0.7547444,11.0931573
-22.3751968,36.620691,1.3893643,0.7531361,11.1131718
-22.4717271,36.5947115,1.391945,0.7515277,11.1330829
-22.5684115,36.5693005,1.3944182,0.7501514,11.1528914
-22.6652459,36.544457,1.3948547,0.7531708,11.1725979
-22.7622265,36.5201797,1.3952912,0.7561902,11.192203
-22.8593489,36.4964676,1.3957277,0.7592096,11.211707
-22.9566093,36.4733194,1.3961642,0.762229,11.2311103
-23.0540035,36.450734,1.3966007,0.7652484,11.250413
-23.1515274,36.4287102,1.3970372,0.7682678,11.2696152
-23.2491738,36.4072476,1.3974737,0.7712872,11.2887169
-23.3469346,36.3863453,1.3979102,0.7743066,11.3077721
-23.4448132,36.3659988,1.3983467,0.777326,11.3269049
-23.5428059,36.3462054,1.3987633,0.780305,11.3461139
-23.6409087,36.3269622,1.39845,0.7818013,11.3653979
-23.7391179,36.3082664,1.3981367,0.7832977,11.3847554
-23.8374297,36.2901152,1.3978234,0.784794,11.4041848
-23.9358402,36.2725058,1.3975101,0.7862903,11.4236845
-24.0343456,36.2554352,1.3971968,0.7877867,11.4432529
-24.1329421,36.2389008,1.3968835,0.789283,11.4628882
-24.2316269,36.2228995,1.3965702,0.7907793,11.4825886
-24.3303978,36.2074283,1.396257,0.7922757,11.5023512
-24.4292491,36.1924847,1.3959437,0.793772,11.5221733
-24.5281777,36.1780657,1.395636,0.7952566,11.5420543
-24.6271803,36.1641685,1.3972183,0.7927746,11.5619938
-24.7262539,36.1507901,1.3988007,0.7902926,11.5819912
-24.8253951,36.1379278,1.400383,0.7878105,11.6020458
-24.9246009,36.1255785,1.4019654,0.7853285,11.6221567
-25.023868,36.1137394,1.4035478,0.7828465,11.6423232
-25.1231933,36.1024076,1.4051301,0.7803645,11.6625443
-25.2225763,36.0915799,1.4067125,0.7778825,11.6828191
-25.3220175,36.0812531,1.4082948,0.7754004,11.7031405
-25.421508,36.0714251,1.4098772,0.7729184,11.7234952
-25.5210454,36.0620931,1.4114596,0.7704364,11.7438837
-25.620627,36.0532543,1.4143077,0.7688893,11.7643061
-25.7202501,36.0449059,1.4171826,0.7673619,11.7847626
-25.8199123,36.0370451,1.4200574,0.7658344,11.8052535
-25.9196108,36.0296692,1.4229323,0.764307,11.8257786
-26.0193432,36.0227752,1.4258072,0.7627796,11.8463379
-26.1191068,36.0163605,1.428682,0.7612522,11.8669313
-26.2189012,36.0104221,1.4315569,0.7597248,11.8875586
-26.3187262,36.0049573,1.4344317,0.7581973,11.9081914
-26.4185753,35.9999644,1.4373066,0.7566699,11.9287683
-26.5184462,35.9954413,1.4401814,0.7551425,11.9492541
-26.6183366,35.9913859,1.4413513,0.754591,11.9696229
-26.7182444,35.9877962,1.4424422,0.7540847,11.9898757
-26.8181675,35.9846701,1.4435331,0.7535784,12.0100134
-26.9181036,35.9820056,1.444624,0.7530721,12.0300367
-27.0180505,35.9798005,1.4457149,0.7525658,12.0499468
-27.1180061,35.9780529,1.4468058,0.7520595,12.0697443
-27.217969,35.9767605,1.4478967,0.7515532,12.0894302
-27.3179381,35.9759207,1.4489876,0.7510469,12.1090054
-27.4179098,35.9755291,1.4500785,0.7505406,12.1284707
-27.5178822,35.9755813,1.4511694,0.7500344,12.147827
-27.6178534,35.9760731,1.4488979,0.7516645,12.167075
-27.7178216,35.9770001,1.4463817,0.7534502,12.1862157
-27.817785,35.978358,1.4438655,0.7552359,12.2052497
-27.9177416,35.9801423,1.4413493,0.7570216,12.224178
-28.0176897,35.9823487,1.4388331,0.7588073,12.2430013
-28.1176274,35.984973,1.4363169,0.760593,12.2617204
-28.2175534,35.9880106,1.4338007,0.7623787,12.280336
-28.3174668,35.9914571,1.4312845,0.7641644,12.2988491
-28.4173652,35.9953071,1.4287683,0.7659501,12.3172602
-28.5172473,35.9995552,1.4262521,0.7677358,12.3355702
-28.6171118,36.0041964,1.419971,0.771324,12.3537798
-28.7169576,36.0092252,1.4133111,0.7750936,12.3718898
-28.8167835,36.0146364,1.4066511,0.7788632,12.3899008
-28.9165883,36.0204247,1.3999911,0.7826328,12.4078137
-29.0163708,36.0265848,1.3933311,0.7864024,12.425629
-29.1161297,36.0331114,1.3866711,0.790172,12.4433476
-29.2158644,36.0399994,1.3800111,0.7939416,12.46097
-29.3155743,36.0472435,1.3733511,0.7977112,12.4784971
-29.4152578,36.0548384,1.3666912,0.8014808,12.4959295
-29.5149142,36.0627792,1.3600312,0.8052504,12.5132678
-29.6145429,36.0710607,1.3545123,0.8074061,12.5305127
-29.7141432,36.0796777,1.3491419,0.8093519,12.547665
-29.8137144,36.0886252,1.3437714,0.8112976,12.5647252
-29.913256,36.0978979,1.3384009,0.8132434,12.581694
-30.0127672,36.1074909,1.3330304,0.8151892,12.598572
-30.1122474,36.1173989,1.3276599,0.817135,12.61536
-30.2116961,36.1276169,1.3222894,0.8190808,12.6320584
-30.311113,36.1381397,1.3169189,0.8210266,12.648668
-30.4104976,36.1489624,1.3115484,0.8229724,12.6651893
-30.5098496,36.1600797,1.306178,0.8249182,12.681623
-30.6091689,36.1714866,1.3057325,0.8260982,12.6979697
-30.7084552,36.1831781,1.3060798,0.827155,12.7142299
-30.8077085,36.195149,1.3064272,0.8282117,12.7304043
-30.9069284,36.2073943,1.3067745,0.8292685,12.7464934
-31.0061148,36.219909,1.3071218,0.8303252,12.7624978
-31.1052676,36.2326879,1.3074691,0.831382,12.7784182
-31.2043862,36.2457259,1.3078164,0.8324387,12.794255
-31.3034704,36.259018,1.3081637,0.8334955,12.8100089
-31.4025209,36.2725593,1.308511,0.8345523,12.8256804
-31.5015378,36.2863446,1.3088583,0.835609,12.84127
-31.6005213,36.300369,1.3124464,0.8355959,12.8567783
-31.6994717,36.3146276,1.3166621,0.8353757,12.8722059
-31.798389,36.3291152,1.3208777,0.8351554,12.8875533
-31.8972734,36.3438269,1.3250934,0.8349352,12.9028209
-31.9961253,36.3587578,1.329309,0.8347149,12.9180095
-32.0949446,36.3739027,1.3335247,0.8344946,12.9331194
-32.1937312,36.3892567,1.3377404,0.8342744,12.9481511
-32.2924847,36.4048146,1.341956,0.8340541,12.9631053
-32.3912068,36.4205716,1.3461717,0.8338338,12.9779824
-32.4898978,36.4365229,1.3503873,0.8336136,12.9927829
-32.5885583,36.4526634,1.3537796,0.8311231,13.0075074
-32.6871888,36.4689883,1.3569838,0.8281145,13.0221562
-32.7857897,36.4854925,1.3601881,0.8251058,13.0367299
-32.8843616,36.5021711,1.3633924,0.8220971,13.0512291
-32.982905,36.5190193,1.3665967,0.8190885,13.0656541
-33.0814202,36.536032,1.3698009,0.8160798,13.0800054
-33.1799071,36.5532041,1.3730052,0.8130712,13.0942836
-33.2783656,36.5705307,1.3762095,0.8100625,13.1084891
-33.3767978,36.5880069,1.3794137,0.8070538,13.1226223
-33.4752044,36.605628,1.382618,0.8040452,13.1366837
-33.5735862,36.6233888,1.3842018,0.8013213,13.1506739
-33.6719438,36.6412846,1.3853562,0.7986729,13.1645931
-33.770278,36.6593104,1.3865106,0.7960245,13.1784419
-33.8685895,36.6774612,1.3876651,0.7933761,13.1922208
-33.966879,36.6957321,1.3888195,0.7907277,13.2059301
-34.0651473,36.7141183,1.3899739,0.7880794,13.2195703
-34.1633942,36.7326145,1.3911284,0.785431,13.2331418
-34.26162,36.7512159,1.3922828,0.7827826,13.2466451
-34.3598269,36.769918,1.3934372,0.7801342,13.2600806
-34.4580156,36.7887164,1.3945917,0.7774858,13.2734487
-34.5561869,36.8076063,1.3947615,0.7755746,13.2867498
-34.6543417,36.8265832,1.3946322,0.7738874,13.2999844
-34.7524808,36.8456423,1.3945029,0.7722003,13.3131528
-34.8506051,36.8647792,1.3943736,0.7705131,13.3262555
-34.9487152,36.8839892,1.3942442,0.768826,13.3392929
-35.046812,36.9032676,1.3941149,0.7671388,13.3522653
-35.144896,36.9226097,1.3939856,0.7654516,13.3651732
-35.2429674,36.9420107,1.3938563,0.7637645,13.378017
-35.3410283,36.9614656,1.3937269,0.7620773,13.390797
-35.4390796,36.9809693,1.3935976,0.7603901,13.4035137
-35.5371224,37.0005166,1.392928,0.7592187,13.4161674
-35.6351575,37.0201023,1.3920718,0.7582253,13.4287585
-35.7331861,37.0397215,1.3912156,0.757232,13.4412874
-35.8312092,37.0593689,1.3903594,0.7562386,13.4537545
-35.9292277,37.0790393,1.3895032,0.7552452,13.4661601
-36.0272426,37.0987278,1.388647,0.7542519,13.4785047
-36.1252547,37.1184289,1.3877908,0.7532585,13.4907885
-36.2232655,37.1381339,1.3869346,0.7522651,13.5030119
-36.3212784,37.1578288,1.3860784,0.7512717,13.5151753
-36.4192961,37.1774992,1.3852222,0.7502784,13.5272791
-36.5173218,37.1971306,1.3845221,0.7502836,13.5393236
-36.6153582,37.2167086,1.3838826,0.7506776,13.5513092
-36.7134082,37.2362187,1.3832432,0.7510717,13.5632362
-36.8114748,37.2556466,1.3826038,0.7514657,13.575105
-36.9095609,37.2749776,1.3819644,0.7518597,13.5327175
-37.0076694,37.2941974,1.3813249,0.7522537,13.4340729
-37.105802,37.3132913,1.3806855,0.7526478,13.3368669
-37.2039604,37.332244,1.3800461,0.7530418,13.2411787
-37.3021494,37.3510404,1.3794067,0.7534358,13.1469787
-37.4003714,37.3696644,1.3787673,0.7538298,13.0542378
-37.498629,37.3881003,1.3769815,0.7538858,12.9629277
-37.5969246,37.4063323,1.3746955,0.7537942,12.8730209
