x_m,y_m,width_left_m,width_right_m,vx_mps
-73.5981128,53.6142651,0.7887737,1.3514674,5.378133
-73.5002944,53.6343593,0.7825075,1.3596324,5.4651668
-73.4022033,53.6530494,0.7789573,1.3652418,5.5504952
-73.3038548,53.6704355,0.775407,1.3708513,5.6341972
-73.2052643,53.686618,0.7718567,1.3764608,5.7163454
-73.1064469,53.7016968,0.7683064,1.3820702,5.7970073
-73.0074179,53.7157723,0.7647562,1.3876797,5.8762452
-72.9081926,53.7289446,0.7612059,1.3932892,5.9541174
-72.8087864,53.7413138,0.7576556,1.3988986,6.0306779
-72.7094874,53.7529473,0.7541053,1.4045081,6.1059773
-72.6102727,53.7639199,0.7505551,1.4101176,6.1800629
-72.5109273,53.7742941,0.75,1.4075382,6.252979
-72.4114681,53.7841037,0.75,1.4034414,6.3247673
-72.3119123,53.7933823,0.75,1.3993445,6.3954667
-72.2122769,53.8021636,0.75,1.3952477,6.4651143
-72.1125791,53.8104811,0.75,1.3911508,6.5337446
-72.0128359,53.8183686,0.75,1.3870539,6.6013906
-71.9130644,53.8258597,0.75,1.3829571,6.6680833
-71.8132817,53.8329881,0.75,1.3788602,6.733852
-71.7134764,53.8397887,0.75,1.3747634,6.7987247
-71.6136581,53.8462835,0.75,1.3706665,6.8627277
-71.5138481,53.8524834,0.7518701,1.3661697,6.9258862
-71.4140429,53.8584006,0.7541505,1.3615852,6.9882241
-71.3142389,53.8640474,0.756431,1.3570007,7.0497642
-71.2144323,53.8694361,0.7587114,1.3524162,7.1105281
-71.1146197,53.8745788,0.7609918,1.3478316,7.1705366
-71.0147974,53.8794878,0.7632723,1.3432471,7.2298093
-70.9149618,53.8841753,0.7655527,1.3386626,7.2883653
-70.8151092,53.8886536,0.7678331,1.334078,7.3462226
-70.7152547,53.8929339,0.7701136,1.3294935,7.4033985
-70.6153958,53.8970232,0.772394,1.324909,7.4599096
-70.5155177,53.9009242,0.77464,1.3217948,7.5157717
-70.4156225,53.9046386,0.7768772,1.3190564,7.5710001
-70.3157122,53.9081684,0.7791144,1.316318,7.6256096
-70.2157889,53.9115151,0.7813516,1.3135795,7.6796141
-70.1158545,53.9146808,0.7835888,1.3108411,7.7330271
-70.0159112,53.9176671,0.785826,1.3081027,7.7858618
-69.9159609,53.9204758,0.7880632,1.3053643,7.8381307
-69.8160057,53.9231088,0.7903004,1.3026258,7.8898458
-69.7160515,53.9255676,0.7925376,1.2998874,7.9410187
-69.6160991,53.9278528,0.7947747,1.297149,7.9916608
-69.516145,53.9299636,0.7994443,1.2949392,8.0417829
-69.4161891,53.9318993,0.8048288,1.2928849,8.0913954
-69.3162316,53.9336589,0.8102132,1.2908305,8.1405084
-69.2162726,53.9352417,0.8155976,1.2887761,8.1891317
-69.1163121,53.9366468,0.8209821,1.2867217,8.2372747
-69.0163503,53.9378734,0.8263665,1.2846673,8.2849467
-68.9163872,53.9389206,0.831751,1.282613,8.3321564
-68.816423,53.9397877,0.8371354,1.2805586,8.3789124
-68.7164546,53.9404737,0.8425198,1.2785042,8.425223
-68.6164824,53.9409785,0.8479043,1.2764498,8.4710963
-68.5165096,53.9413022,0.8547884,1.2754251,8.5165401
-68.4165367,53.9414452,0.8621744,1.2747449,8.5615618
-68.3165639,53.9414075,0.8695605,1.2740648,8.606169
-68.2165916,53.9411896,0.8769465,1.2733846,8.6503687
-68.1166202,53.9407917,0.8843325,1.2727045,8.6941678
-68.0166499,53.940214,0.8917186,1.2720243,8.737573
-67.9166811,53.9394568,0.8991046,1.2713442,8.7805909
-67.8167142,53.9385204,0.9064906,1.270664,8.8232279
-67.7167479,53.9374049,0.9138766,1.2699839,8.8654901
-67.6167827,53.9361113,0.9212627,1.2693037,8.9073835
-67.5168203,53.9346407,0.9254408,1.2676863,8.9489141
-67.4168609,53.9329945,0.9284062,1.2657146,8.9900874
-67.3169048,53.931174,0.9313716,1.2637429,9.030909
-67.2169522,53.9291804,0.934337,1.2617711,9.0713843
-67.1170035,53.927015,0.9373024,1.2597994,9.1115187
-67.0170589,53.9246793,0.9402678,1.2578277,9.1513171
-66.9171186,53.9221743,0.9432332,1.2558559,9.1907847
-66.8171829,53.9195015,0.9461987,1.2538842,9.2299263
-66.7172504,53.916662,0.9491641,1.2519125,9.2687466
-66.6173211,53.913657,0.9521295,1.2499407,9.3072504
-66.5173972,53.9104875,0.9555813,1.2467873,9.3454421
-66.4174791,53.9071545,0.9592396,1.2431323,9.3833261
-66.317567,53.9036588,0.9628979,1.2394774,9.4209068
-66.2176612,53.9000016,0.9665562,1.2358225,9.4581884
-66.117762,53.8961837,0.9702145,1.2321675,9.495175
-66.0178697,53.892206,0.9738728,1.2285126,9.5318707
-65.9179845,53.8880697,0.9775311,1.2248577,9.5682793
-65.8181068,53.8837755,0.9811894,1.2212027,9.6044048
-65.7182329,53.8793243,0.9848477,1.2175478,9.6402509
-65.6183631,53.8747171,0.988506,1.2138929,9.6758212
-65.5185013,53.8699552,0.9932291,1.2091642,9.7111194
-65.4186479,53.8650396,0.9984567,1.2039267,9.746149
-65.318803,53.8599715,1.0036844,1.1986892,9.7809134
-65.2189669,53.8547518,1.008912,1.1934517,9.8154161
-65.1191396,53.8493818,1.0141396,1.1882142,9.8496603
-65.0193214,53.8438624,1.0193673,1.1829767,9.8836492
-64.9195124,53.8381949,1.0245949,1.1777392,9.9173861
-64.819713,53.8323802,1.0298225,1.1725017,9.950874
-64.7199181,53.8264191,1.0350502,1.1672642,9.984116
-64.6201279,53.8203127,1.0402778,1.1620266,10.0171151
-64.5203476,53.8140625,1.0462246,1.1558907,10.0498741
-64.4205774,53.8076693,1.0525504,1.1492813,10.082396
-64.3208175,53.8011343,1.0588763,1.1426719,10.1146836
-64.221068,53.7944586,1.0652021,1.1360625,10.1467396
-64.1213292,53.7876433,1.071528,1.1294532,10.1785666
-64.021601,53.7806893,1.0778538,1.1228438,10.2101675
-63.9218838,53.7735978,1.0841797,1.1162344,10.2415447
-63.8221776,53.7663698,1.0905055,1.109625,10.2727009
-63.7224766,53.7590059,1.0968314,1.1030156,10.3036385
-63.6227803,53.7515072,1.1031572,1.0964062,10.33436
-63.5230954,53.7438752,1.1088552,1.089011,10.3648678
-63.4234221,53.7361109,1.1141865,1.0811569,10.3951643
-63.3237605,53.7282156,1.1195178,1.0733028,10.4252518
-63.2241106,53.7201901,1.1248491,1.0654486,10.4551325
-63.1244725,53.7120357,1.1301804,1.0575945,10.4848089
-63.0248464,53.7037534,1.1355117,1.0497404,10.5142829
-62.9252323,53.6953443,1.140843,1.0418863,10.543557
-62.8256304,53.6868094,1.1461742,1.0340321,10.572633
-62.7260338,53.6781492,1.1515055,1.026178,10.6015132
-62.6264418,53.6693648,1.1568368,1.0183239,10.6301996
-62.5268623,53.6604578,1.1599598,1.0105253,10.6586943
-62.4272952,53.6514293,1.1616571,1.0027627,10.6869992
-62.3277407,53.6422805,1.1633544,0.995,10.7151163
-62.2281986,53.6330124,1.1650517,0.9872374,10.7430475
-62.1286692,53.623626,1.166749,0.9794747,10.7707947
-62.0291525,53.6141226,1.1684463,0.9717121,10.7983597
-61.9296485,53.6045031,1.1701436,0.9639494,10.8257445
-61.8301573,53.5947686,1.1718409,0.9561867,10.8529508
-61.7306713,53.5849194,1.1735382,0.9484241,10.8799804
-61.6311899,53.5749566,1.1752355,0.9406614,10.9068351
-61.5317214,53.5648821,1.1797819,0.9344998,10.9335164
-61.4322658,53.5546968,1.1863573,0.9294783,10.9600263
-61.3328231,53.544402,1.1929326,0.9244568,10.9863663
-61.2333933,53.5339987,1.1995079,0.9194354,11.012538
-61.1339765,53.5234879,1.2060832,0.9144139,11.0385431
-61.0345726,53.5128708,1.2126586,0.9093924,11.0643832
-60.9351817,53.5021485,1.2192339,0.9043709,11.0900599
-60.8358038,53.491322,1.2258092,0.8993494,11.1155746
-60.736431,53.4803916,1.2323845,0.8943279,11.1409289
-60.6370625,53.4693581,1.2389599,0.8893064,11.1661244
-60.5377069,53.4582237,1.2429685,0.8848122,11.1911625
-60.4383642,53.4469895,1.2449642,0.8807315,11.2160446
-60.3390345,53.4356564,1.24696,0.8766508,11.2407722
-60.2397176,53.4242256,1.2489558,0.87257,11.2653466
-60.1404136,53.4126982,1.2509516,0.8684893,11.2897694
-60.0411224,53.4010753,1.2529473,0.8644086,11.3140419
-59.941844,53.3893579,1.2549431,0.8603279,11.3381654
-59.8425784,53.3775471,1.2569389,0.8562472,11.3621412
-59.7433177,53.3656431,1.2589346,0.8521664,11.3859708
-59.6440608,53.3536467,1.2609304,0.8480857,11.4096553
-59.5448167,53.3415602,1.2643797,0.8451292,11.4331961
-59.4455851,53.3293846,1.2690828,0.8431425,11.4565944
-59.346366,53.3171211,1.2737859,0.8411558,11.4798515
-59.2471593,53.3047706,1.278489,0.8391691,11.5029686
-59.147965,53.2923343,1.2831921,0.8371824,11.5259469
-59.048783,53.2798133,1.2878952,0.8351957,11.5487877
-58.9496133,53.2672087,1.2925983,0.833209,11.571492
-58.8504557,53.2545215,1.2973014,0.8312223,11.5940611
-58.7513027,53.2417519,1.3020045,0.8292355,11.6164962
-58.6521535,53.2289008,1.3067076,0.8272488,11.6387983
-58.5530161,53.2159704,1.3110489,0.8243744,11.6609686
-58.4538906,53.2029618,1.3150472,0.8206583,11.6830081
-58.3547768,53.189876,1.3190455,0.8169421,11.7049181
-58.2556746,53.1767142,1.3230438,0.8132259,11.7266995
-58.1565839,53.1634775,1.3270421,0.8095097,11.7483534
-58.0575045,53.1501668,1.3310404,0.8057935,11.7698809
-57.9584365,53.1367834,1.3350387,0.8020774,11.7912831
-57.8593796,53.1233282,1.339037,0.7983612,11.8125609
-57.7603273,53.1098016,1.3430354,0.794645,11.8337153
-57.6612788,53.0962042,1.3470337,0.7909288,11.8547474
-57.5622413,53.082538,1.3493768,0.7871913,11.8756581
-57.4632144,53.0688038,1.349995,0.7834316,11.8964485
-57.3641982,53.0550022,1.3506132,0.779672,11.9171194
-57.2651924,53.0411342,1.3512314,0.7759123,11.9376719
-57.1661971,53.0272005,1.3518496,0.7721526,11.9581068
-57.067212,53.0132019,1.3524678,0.7683929,11.9784252
-56.9682371,52.9991393,1.353086,0.7646332,11.9986279
-56.8692722,52.9850134,1.3537042,0.7608735,12.0187159
-56.7703126,52.9708244,1.3543224,0.7571138,12.0386899
-56.6713581,52.9565729,1.3549406,0.7533541,12.058551
-56.5724133,52.9422603,1.3555119,0.7514607,12.0783001
-56.4734781,52.9278871,1.3560294,0.7517051,12.0979378
-56.3745524,52.9134539,1.356547,0.7519495,12.1174652
-56.2756362,52.8989613,1.3570645,0.7521939,12.1368831
-56.1767293,52.8844098,1.3575821,0.7524383,12.1561923
-56.0778316,52.8698002,1.3580996,0.7526827,12.1753936
-55.9789431,52.855133,1.3586172,0.7529271,12.1944879
-55.8800636,52.8404087,1.3591347,0.7531715,12.213476
-55.7811906,52.8256276,1.3596522,0.7534159,12.2323586
-55.6823238,52.8107903,1.3601698,0.7536603,12.2511366
-55.5834659,52.7958977,1.3579244,0.7553904,12.2698107
-55.4846165,52.7809505,1.3521979,0.7589925,12.2883818
-55.3857758,52.7659492,1.3464713,0.7625945,12.3068505
-55.2869435,52.7508944,1.3407447,0.7661966,12.3252176
-55.1881196,52.7357867,1.3350181,0.7697987,12.343484
-55.089304,52.7206268,1.3292915,0.7734008,12.3616503
-54.9904965,52.7054152,1.323565,0.7770029,12.3797172
-54.8916972,52.6901525,1.3178384,0.780605,12.3976856
-54.792905,52.6748392,1.3121118,0.7842071,12.415556
-54.6941199,52.6594759,1.3063852,0.7878092,12.4333293
-54.5953426,52.6440632,1.3017498,0.7916381,12.451006
-54.496573,52.6286017,1.2986281,0.7957816,12.468587
-54.397811,52.6130921,1.2955065,0.7999251,12.4860729
-54.2990566,52.5975348,1.2923848,0.8040686,12.5034644
-54.2003096,52.5819305,1.2892631,0.8082121,12.5207621
-54.1015699,52.5662797,1.2861415,0.8123557,12.5379668
-54.0028374,52.550583,1.2830198,0.8164992,12.555079
-53.9041121,52.5348409,1.2798981,0.8206427,12.5720995
-53.8053944,52.5190542,1.2767765,0.8247862,12.5890288
-53.7066841,52.5032234,1.2736548,0.8289297,12.6058677
-53.6079806,52.487349,1.2712032,0.832804,12.6226167
-53.5092839,52.4714315,1.2697766,0.8362664,12.6392765
-53.4105939,52.4554716,1.2683501,0.8397288,12.6558477
-53.3119105,52.4394698,1.2669236,0.8431912,12.6723309
-53.2132335,52.4234267,1.265497,0.8466536,12.6887268
-53.114563,52.4073429,1.2640705,0.850116,12.7050359
-53.0158987,52.391219,1.2626439,0.8535784,12.7212588
-52.9172406,52.3750554,1.2612174,0.8570407,12.7373961
-52.8185901,52.3588532,1.2597908,0.8605031,12.7534484
-52.719947,52.3426128,1.2583643,0.8639655,12.7694163
-52.6213099,52.3263346,1.256242,0.8674335,12.7853003
-52.5226785,52.3100191,1.2529437,0.8709107,12.8011011
-52.4240529,52.2936669,1.2496454,0.874388,12.8168191
-52.3254328,52.2772787,1.2463472,0.8778653,12.832455
-52.2268183,52.2608549,1.2430489,0.8813426,12.8480093
-52.1282093,52.2443962,1.2397506,0.8848199,12.8634825
-52.0296055,52.2279032,1.2364523,0.8882972,12.8788752
-51.931007,52.2113764,1.233154,0.8917745,12.8941879
-51.8324158,52.1948167,1.2298557,0.8952518,12.9094212
-51.7338317,52.1782248,1.2265574,0.8987291,12.9245756
-51.6352525,52.1616009,1.2232086,0.9019687,12.9396515
-51.5366782,52.1449455,1.2197653,0.9047632,12.9546495
-51.4381086,52.1282592,1.2163221,0.9075577,12.9695702
-51.3395437,52.1115426,1.2128788,0.9103522,12.984414
-51.2409833,52.0947963,1.2094355,0.9131467,12.9991814
-51.1424274,52.0780208,1.2059922,0.9159412,13.013873
-51.0438758,52.0612168,1.2025489,0.9187356,13.0284892
-50.9453285,52.0443849,1.1991056,0.9215301,13.0430305
-50.846788,52.0275259,1.1956623,0.9243246,13.0574974
-50.748254,52.0106406,1.192219,0.9271191,13.0718904
-50.6497239,51.993729,1.1893399,0.9298816,13.08621
-50.5511978,51.9767918,1.1876352,0.9325776,13.1004565
-50.4526753,51.9598295,1.1859306,0.9352735,13.1146306
-50.3541566,51.9428428,1.1842259,0.9379695,13.1287326
-50.2556414,51.9258321,1.1825213,0.9406654,13.142763
-50.1571297,51.908798,1.1808166,0.9433613,13.1567224
-50.0586214,51.8917413,1.1791119,0.9460573,13.170611
-49.9601164,51.8746623,1.1774073,0.9487532,13.1844294
-49.8616174,51.8575623,1.1757026,0.9514492,13.198178
-49.7631241,51.8404417,1.173998,0.9541451,13.2118573
-49.6646337,51.8233007,1.1713162,0.9567669,13.2254676
-49.5661462,51.8061398,1.1663643,0.9592164,13.2390095
-49.4676616,51.7889597,1.1614123,0.9616659,13.2524833
-49.3691796,51.7717609,1.1564604,0.9641154,13.2658895
-49.2707002,51.754544,1.1515084,0.9665648,13.2792285
-49.1722233,51.7373096,1.1465564,0.9690143,13.2925007
-49.0737489,51.7200582,1.1416045,0.9714638,13.3057065
-48.9752767,51.7027905,1.1366525,0.9739133,13.3188464
-48.8768097,51.6855076,1.1317006,0.9763628,13.3319207
-48.7783472,51.6682099,1.1267486,0.9788122,13.3449298
-48.6798867,51.6508976,1.1231641,0.9809443,13.3578742
-48.5814281,51.6335713,1.1231438,0.9822493,13.3707542
-48.4829714,51.6162315,1.1231234,0.9835542,13.3835703
-48.3845164,51.5988789,1.123103,0.9848591,13.3963228
-48.286063,51.581514,1.1230827,0.9861641,13.4090121
-48.1876112,51.5641374,1.1230623,0.987469,13.4216386
-48.0891608,51.5467498,1.1230419,0.9887739,13.4342027
-47.9907117,51.5293516,1.1230216,0.9900789,13.4467047
-47.8922666,51.5119439,1.1230012,0.9913838,13.4591451
-47.7938248,51.4945273,1.1229809,0.9926887,13.4715241
-47.6953842,51.4771019,1.1228596,0.9941964,13.4838423
-47.5969444,51.4596683,1.1224414,0.9963007,13.4960998
-47.4985055,51.4422271,1.1220233,0.9984049,13.5082972
-47.4000674,51.4247789,1.1216051,1.0005091,13.5204347
-47.30163,51.4073242,1.1211869,1.0026133,13.5325127
-47.2031931,51.3898637,1.1207688,1.0047176,13.5445316
-47.1047567,51.3723979,1.1203506,1.0068218,13.5564917
-47.0063206,51.3549274,1.1199325,1.008926,13.5683934
-46.9078872,51.3374533,1.1195143,1.0110302,13.580237
-46.809456,51.3199759,1.1190962,1.0131345,13.5920229
-46.7110248,51.3024956,1.117683,1.0152996,13.6037513
-46.6125936,51.285013,1.1129406,1.0176683,13.6154227
-46.5141623,51.2675286,1.1081982,1.020037,13.6270373
-46.4157308,51.250043,1.1034558,1.0224057,13.6385955
-46.317299,51.2325567,1.0987134,1.0247744,13.6500977
-46.2188669,51.2150705,1.093971,1.0271431,13.6615441
-46.1204342,51.1975848,1.0892286,1.0295118,13.6729351
-46.022001,51.1801003,1.0844862,1.0318805,13.684271
-45.923569,51.1626178,1.0797438,1.0342492,13.6955521
-45.8251378,51.1451379,1.0750014,1.0366179,13.7067788
-45.7267058,51.1276609,1.0710769,1.038896,13.7179513
-45.6282728,51.1101874,1.0702958,1.0408257,13.72907
-45.5298387,51.092718,1.0695146,1.0427554,13.7401351
-45.4314035,51.0752532,1.0687335,1.0446851,13.7511471
-45.3329671,51.0577936,1.0679523,1.0466148,13.7621061
-45.2345294,51.0403398,1.0671712,1.0485445,13.7730125
-45.1360902,51.0228924,1.06639,1.0504742,13.7838666
-45.0376496,51.0054521,1.0656089,1.0524039,13.7946687
-44.9392087,50.9880195,1.0648277,1.0543336,13.8054191
-44.8407672,50.9705952,1.0640466,1.0562633,13.816118
-44.742324,50.9531797,1.062822,1.0582601,13.8267659
-44.6438788,50.9357735,1.059616,1.0605567,13.8373629
-44.5454317,50.9183772,1.05641,1.0628533,13.8479093
-44.4469826,50.9009914,1.0532041,1.0651499,13.8584055
-44.3485313,50.8836167,1.0499981,1.0674465,13.8688517
-44.2500777,50.8662536,1.0467921,1.0697431,13.8792482
-44.1516218,50.8489027,1.0435862,1.0720397,13.8895953
-44.0531635,50.8315646,1.0403802,1.0743363,13.8998932
-43.9547035,50.8142401,1.0371742,1.0766329,13.9101423
-43.8562415,50.7969297,1.0339683,1.0789295,13.9203428
-43.7577769,50.7796339,1.0309816,1.0811057,13.9304949
-43.6593094,50.7623532,1.0291521,1.0826467,13.940599
-43.5608391,50.7450882,1.0273226,1.0841877,13.9506553
-43.4623658,50.7278396,1.0254931,1.0857287,13.9606641
-43.3638895,50.7106078,1.0236637,1.0872697,13.9706256
-43.26541,50.6933935,1.0218342,1.0888107,13.9805402
-43.1669273,50.6761973,1.0200047,1.0903517,13.990408
-43.0684413,50.6590198,1.0181753,1.0918927,14.0002293
-42.9699521,50.6418615,1.0163458,1.0934337,14.0100044
-42.8714597,50.6247231,1.0145163,1.0949747,14.0197335
-42.7729637,50.6076051,1.0130331,1.0965717,14.0294169
-42.674464,50.590508,1.0137553,1.0985261,14.0390548
-42.5759605,50.5734325,1.0144774,1.1004805,14.0486476
-42.4774532,50.5563792,1.0151996,1.1024349,14.0581953
-42.378942,50.5393486,1.0159218,1.1043893,14.0676983
-42.2804268,50.5223413,1.0166439,1.1063437,14.0771569
-42.1819075,50.505358,1.0173661,1.1082981,14.0865712
-42.083384,50.4883991,1.0180883,1.1102525,14.0959415
-41.9848559,50.4714652,1.0188105,1.1122069,14.1052681
-41.8863234,50.4545569,1.0195326,1.1141613,14.1145511
-41.7877864,50.4376749,1.0200097,1.1161509,14.1237909
-41.6892449,50.4208197,1.018545,1.1184192,14.1329876
-41.5906987,50.4039918,1.0170802,1.1206875,14.1421414
-41.4921479,50.387192,1.0156155,1.1229557,14.1512527
-41.3935923,50.3704207,1.0141508,1.125224,14.1603217
-41.2950319,50.3536786,1.0126861,1.1274923,14.1693485
-41.1964665,50.3369661,1.0112214,1.1297606,14.1783334
-41.0978961,50.320284,1.0097567,1.1320289,14.1872766
-40.9993199,50.3036327,1.008292,1.1342971,14.1961783
-40.900738,50.2870128,1.0068273,1.1365654,14.2050388
-40.8021509,50.2704249,1.0049421,1.1388828,14.2138583
-40.7035584,50.2538697,0.9987252,1.1417056,14.222637
-40.6049604,50.2373477,0.9925083,1.1445283,14.2313751
-40.506357,50.2208595,0.9862915,1.1473511,14.2400729
-40.407748,50.2044057,0.9800746,1.1501739,14.2487305
-40.3091333,50.1879868,0.9738578,1.1529967,14.2573481
-40.2105129,50.1716035,0.9676409,1.1558195,14.2659261
-40.1118867,50.1552564,0.961424,1.1586423,14.2744645
-40.0132536,50.1389458,0.9552072,1.1614651,14.2829636
-39.9146137,50.1226724,0.9489903,1.1642879,14.2914236
-39.8159678,50.1064368,0.9430706,1.1670796,14.2998447
-39.7173158,50.0902397,0.9414322,1.1694244,14.3082271
-39.6186575,50.0740817,0.9397939,1.1717691,14.316571
-39.519993,50.0579633,0.9381555,1.1741138,14.3248767
-39.4213221,50.0418851,0.9365172,1.1764586,14.3331442
-39.3226448,50.0258477,0.9348788,1.1788033,14.3413739
-39.2239609,50.0098517,0.9332405,1.1811481,14.3495659
-39.1252705,49.9938977,0.9316021,1.1834928,14.3577204
-39.0265722,49.977986,0.9299638,1.1858375,14.3658375
-38.9278664,49.9621173,0.9283254,1.1881823,14.3739176
-38.8291538,49.9462924,0.9266554,1.1905619,14.3819608
-38.7304342,49.9305117,0.9242484,1.1937519,14.3899673
-38.6317078,49.914776,0.9218415,1.196942,14.3979372
-38.5329743,49.8990857,0.9194346,1.200132,14.4058708
-38.4342337,49.8834414,0.9170276,1.203322,14.4137682
-38.3354859,49.8678438,0.9146207,1.206512,14.4216297
-38.2367309,49.8522934,0.9122138,1.2097021,14.4294554
-38.1379686,49.8367908,0.9098068,1.2128921,14.4372455
-38.0391978,49.8213364,0.9073999,1.2160821,14.4450002
-37.9404187,49.8059309,0.904993,1.2192722,14.4527196
-37.8416321,49.7905748,0.9025114,1.2224846,14.460404
-37.742838,49.7752689,0.8958892,1.2269427,14.4680536
-37.6440362,49.7600136,0.889267,1.2314009,14.4756684
-37.5452266,49.7448095,0.8826447,1.235859,14.4832488
-37.4464093,49.7296572,0.8760225,1.2403171,14.4907948
-37.3475842,49.7145572,0.8694002,1.2447752,14.4983066
-37.2487512,49.6995101,0.862778,1.2492333,14.5057845
-37.1499102,49.6845164,0.8561557,1.2536914,14.5132285
-37.0510603,49.6695767,0.8495335,1.2581495,14.5206389
-36.9522018,49.6546916,0.8429112,1.2626076,14.5280159
-36.8533351,49.6398619,0.836289,1.2670658,14.5353595
-36.75446,49.6250883,0.8346792,1.2702465,14.54267
-36.6555767,49.6103717,0.8330992,1.2734196,14.5499476
-36.5566848,49.5957126,0.8315192,1.2765928,14.5571923
-36.4577845,49.5811118,0.8299392,1.2797659,14.5644044
-36.3588755,49.5665702,0.8283592,1.2829391,14.5715841
-36.2599578,49.5520883,0.8267792,1.2861122,14.5787314
-36.1610313,49.5376669,0.8251992,1.2892854,14.5858466
-36.0620957,49.5233068,0.8236192,1.2924585,14.5929299
-35.9631509,49.5090087,0.8220392,1.2956317,14.5999813
-35.8641971,49.4947738,0.8204592,1.2988048,14.607001
-35.7652341,49.4806028,0.8237218,1.3017284,14.6139893
-35.6662619,49.4664967,0.8271315,1.3046444,14.6209462
-35.5672803,49.4524565,0.8305412,1.3075604,14.627872
-35.4682892,49.4384831,0.833951,1.3104764,14.6347667
-35.3692886,49.4245775,0.8373607,1.3133924,14.6416305
-35.2702783,49.4107406,0.8407704,1.3163083,14.6484636
-35.1712583,49.3969734,0.8441801,1.3192243,14.6552662
-35.0722287,49.3832768,0.8475899,1.3221403,14.6620383
-34.9731893,49.3696517,0.8509996,1.3250563,14.6687802
-34.8741399,49.356099,0.8544093,1.3279723,14.675492
-34.7750805,49.3426197,0.8503059,1.33004,14.6821738
-34.6760109,49.3292147,0.8457812,1.3320602,14.6888258
-34.5769311,49.3158849,0.8412565,1.3340804,14.6954481
-34.477841,49.3026312,0.8367318,1.3361005,14.7020409
-34.3787406,49.2894545,0.8322072,1.3381207,14.7086044
-34.2796297,49.2763558,0.8276825,1.3401409,14.7151386
-34.1805084,49.2633359,0.8231578,1.3421611,14.7216437
-34.081377,49.2503959,0.8186331,1.3441812,14.7281199
-33.9822354,49.2375367,0.8141084,1.3462014,14.7345673
-33.8830831,49.2247591,0.8095837,1.3482216,14.740986
-33.7839201,49.2120642,0.8037802,1.349364,14.7473763
-33.6847463,49.1994529,0.7978705,1.3504335,14.7537381
-33.5855618,49.186926,0.7919608,1.351503,14.7600717
-33.4863664,49.1744847,0.786051,1.3525725,14.7663773
-33.3871601,49.1621298,0.7801413,1.353642,14.7726548
-33.2879429,49.1498623,0.7742316,1.3547115,14.7789046
-33.1887147,49.1376831,0.7683219,1.355781,14.7851266
-33.089476,49.1255933,0.7624122,1.3568505,14.7913212
-32.9902266,49.1135933,0.7565024,1.35792,14.7974883
-32.8909662,49.1016837,0.7505927,1.3589895,14.8036281
-32.7916949,49.0898647,0.75,1.3600046,14.8097407
-32.6924127,49.0781367,0.75,1.3610136,14.8158264
-32.5931198,49.0665002,0.75,1.3620227,14.8218852
-32.493816,49.0549555,0.75,1.3630317,14.8279172
-32.3945016,49.0435029,0.75,1.3640408,14.8339226
-32.2951765,49.032143,0.75,1.3650498,14.8399015
-32.1958408,49.0208759,0.75,1.3660588,14.845854
-32.0964947,49.0097022,0.75,1.3670679,14.8517803
-31.9971382,48.9986217,0.75,1.3680769,14.8576805
-31.8977715,48.9876337,0.75,1.3690859,14.8635546
-31.7983946,48.9767377,0.7508035,1.3693572,14.869403
-31.6990077,48.9659332,0.7517207,1.3695242,14.8752256
-31.5996109,48.9552195,0.7526378,1.3696911,14.8810226
-31.5002045,48.9445961,0.753555,1.369858,14.8867941
-31.4007885,48.9340624,0.7544721,1.370025,14.8925402
-31.3013631,48.9236179,0.7553893,1.3701919,14.8982611
-31.2019284,48.913262,0.7563064,1.3703589,14.9039569
-31.1024846,48.902994,0.7572236,1.3705258,14.9096276
-31.0030318,48.8928138,0.7581407,1.3706927,14.9152735
-30.90357,48.8827212,0.7590579,1.3708597,14.9208947
-30.8040994,48.8727159,0.7625374,1.3705751,14.9264911
-30.7046202,48.8627979,0.7664603,1.3702124,14.9320631
-30.6051323,48.852967,0.7703832,1.3698497,14.9376107
-30.5056358,48.8432231,0.7743061,1.369487,14.9431339
-30.4061309,48.833566,0.7782289,1.3691243,14.948633
-30.3066176,48.8239956,0.7821518,1.3687616,14.954108
-30.2070961,48.8145117,0.7860747,1.3683989,14.9595591
-30.1075663,48.8051143,0.7899976,1.3680362,14.9649864
-30.0080284,48.7958031,0.7939205,1.3676735,14.9703899
-29.9084824,48.7865781,0.7978433,1.3673108,14.9757699
-29.8089286,48.7774392,0.7957927,1.3654054,14.9811263
-29.7093668,48.7683864,0.7925091,1.3631816,14.9864594
-29.6097973,48.7594197,0.7892254,1.3609578,14.9917692
-29.5102201,48.7505388,0.7859418,1.3587339,14.9970558
-29.4106353,48.7417438,0.7826582,1.3565101,15
-29.3110429,48.7330345,0.7793746,1.3542863,15
-29.211443,48.7244109,0.7760909,1.3520625,15
-29.1118358,48.715873,0.7728073,1.3498387,15
-29.0122214,48.7074206,0.7695237,1.3476148,15
-28.9125997,48.6990537,0.7662401,1.345391,15
-28.8129708,48.6907723,0.7671704,1.3436741,15
-28.7133349,48.6825762,0.7691194,1.3420797,15
-28.613692,48.6744654,0.7710684,1.3404853,15
-28.5140422,48.6664398,0.7730175,1.3388909,15
-28.4143856,48.6584993,0.7749665,1.3372965,15
-28.3147222,48.650644,0.7769156,1.3357021,15
-28.2150521,48.6428737,0.7788646,1.3341077,15
-28.1153755,48.6351884,0.7808137,1.3325133,15
